"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"" 
"tensor(0.3789, device='cuda:0')" 
"tensor(-16.0345, device='cuda:0')"
"tensor(-15.5919, device='cuda:0')"
"tensor(-15.9879, device='cuda:0')"
"tensor(-15.5914, device='cuda:0')"
"tensor(-15.9493, device='cuda:0')"
"tensor(-15.5641, device='cuda:0')"
"tensor(-15.9649, device='cuda:0')"
"tensor(-15.5606, device='cuda:0')"
"tensor(-15.9195, device='cuda:0')"
"tensor(-15.5735, device='cuda:0')"
"tensor(-15.8934, device='cuda:0')"
"tensor(-15.5589, device='cuda:0')"
"tensor(-15.9131, device='cuda:0')"
"tensor(-15.5671, device='cuda:0')"
"tensor(-15.8482, device='cuda:0')"
""
"tensor(-15.4175, device='cuda:0')"
"tensor(-15.7823, device='cuda:0')"
"tensor(-15.5155, device='cuda:0')"
"tensor(-15.8893, device='cuda:0')"
"tensor(-15.5453, device='cuda:0')"
"tensor(-15.9459, device='cuda:0')"
"tensor(-15.6285, device='cuda:0')"
"tensor(-16.0000, device='cuda:0')"
""
"tensor(-15.5650, device='cuda:0')"
"tensor(-15.9173, device='cuda:0')"
"tensor(-15.6744, device='cuda:0')"
"tensor(-16.1037, device='cuda:0')"
"tensor(-15.7688, device='cuda:0')"
"tensor(-16.1477, device='cuda:0')"
"tensor(-15.7660, device='cuda:0')"
""
"tensor(-16.1022, device='cuda:0')"
"tensor(-15.7756, device='cuda:0')"
"tensor(-16.1134, device='cuda:0')"
"tensor(-15.7921, device='cuda:0')"
"tensor(-16.2061, device='cuda:0')"
"tensor(-15.8277, device='cuda:0')"
""
"tensor(-16.0028, device='cuda:0')"
"tensor(-15.6777, device='cuda:0')"
"tensor(-16.0531, device='cuda:0')"
"tensor(-16.0443, device='cuda:0')"
"tensor(-15.5547, device='cuda:0')"
"tensor(-16.0628, device='cuda:0')"
"tensor(-15.7460, device='cuda:0')"
"tensor(-15.8879, device='cuda:0')"
""
"tensor(-15.7468, device='cuda:0')"
"tensor(-15.4434, device='cuda:0')"
"tensor(-15.8052, device='cuda:0')"
"tensor(-15.6231, device='cuda:0')"
"tensor(-15.9837, device='cuda:0')"
"tensor(-15.6516, device='cuda:0')"
"tensor(-15.8767, device='cuda:0')"
"tensor(-15.6522, device='cuda:0')"
"tensor(-16.0766, device='cuda:0')"
"tensor(-15.5888, device='cuda:0')"
"tensor(-15.9050, device='cuda:0')"
"tensor(-15.5420, device='cuda:0')"
"tensor(-15.8967, device='cuda:0')"
"tensor(-15.5714, device='cuda:0')"
"tensor(-16.2548, device='cuda:0')"
""
"tensor(-15.2155, device='cuda:0')"
"tensor(-15.7786, device='cuda:0')"
"tensor(-15.4499, device='cuda:0')"
"tensor(-15.8915, device='cuda:0')"
"tensor(-15.5404, device='cuda:0')"
"tensor(-15.9227, device='cuda:0')"
"tensor(-15.6112, device='cuda:0')"
"tensor(-15.9350, device='cuda:0')"
""
"tensor(-15.5490, device='cuda:0')"
"tensor(-15.8864, device='cuda:0')"
"tensor(-15.6171, device='cuda:0')"
"tensor(-15.9682, device='cuda:0')"
"tensor(-15.6190, device='cuda:0')"
"tensor(-15.9426, device='cuda:0')"
"tensor(-15.6271, device='cuda:0')"
"tensor(-15.9683, device='cuda:0')"
"tensor(-15.6206, device='cuda:0')"
""
"tensor(-16.0143, device='cuda:0')"
"tensor(-15.7041, device='cuda:0')"
"tensor(-16.1023, device='cuda:0')"
"tensor(-15.7037, device='cuda:0')"
"tensor(-16.0116, device='cuda:0')"
"tensor(-15.7589, device='cuda:0')"
"tensor(-16.0490, device='cuda:0')"
"tensor(-15.7385, device='cuda:0')"
"tensor(-16.0113, device='cuda:0')"
"tensor(-15.7618, device='cuda:0')"
"tensor(-16.0132, device='cuda:0')"
"tensor(-15.6874, device='cuda:0')"
"tensor(-15.7146, device='cuda:0')"
"tensor(-16.1106, device='cuda:0')"
"tensor(-15.6925, device='cuda:0')"
"tensor(-16.0818, device='cuda:0')"
"tensor(-15.7108, device='cuda:0')"
"tensor(-16.1386, device='cuda:0')"
"tensor(-15.6653, device='cuda:0')"
"tensor(-16.0792, device='cuda:0')"
"tensor(-15.7748, device='cuda:0')"
"tensor(-15.7144, device='cuda:0')"
"tensor(-16.0547, device='cuda:0')"
"tensor(-15.7144, device='cuda:0')"
"tensor(-16.0893, device='cuda:0')"
"tensor(-15.7887, device='cuda:0')"
""
"tensor(-16.0847, device='cuda:0')"
"tensor(-15.7407, device='cuda:0')"
"tensor(-16.0401, device='cuda:0')"
"tensor(-15.7319, device='cuda:0')"
"tensor(-16.0810, device='cuda:0')"
"tensor(-15.7379, device='cuda:0')"
"tensor(-16.0775, device='cuda:0')"
"tensor(-15.6844, device='cuda:0')"
""
"tensor(-15.9290, device='cuda:0')"
"tensor(-15.6534, device='cuda:0')"
"tensor(-15.9491, device='cuda:0')"
"tensor(-15.6223, device='cuda:0')"
"tensor(-15.7346, device='cuda:0')"
"tensor(-15.7362, device='cuda:0')"
"tensor(-15.8360, device='cuda:0')"
"tensor(-15.8585, device='cuda:0')"
"tensor(-16.0387, device='cuda:0')"
"tensor(-15.7538, device='cuda:0')"
"tensor(-16.0831, device='cuda:0')"
"tensor(-15.8201, device='cuda:0')"
"tensor(-16.1490, device='cuda:0')"
"tensor(-15.7646, device='cuda:0')"
"tensor(-16.0587, device='cuda:0')"
"tensor(-16.0971, device='cuda:0')"
"tensor(-15.7255, device='cuda:0')"
"tensor(-15.9269, device='cuda:0')"
"tensor(-15.6754, device='cuda:0')"
"tensor(-15.8014, device='cuda:0')"
"tensor(-15.7173, device='cuda:0')"
"tensor(-15.7021, device='cuda:0')"
"tensor(-15.7581, device='cuda:0')"
"tensor(-16.0605, device='cuda:0')"
"tensor(-15.5233, device='cuda:0')"
"tensor(-15.9635, device='cuda:0')"
"tensor(-15.6038, device='cuda:0')"
"tensor(-15.8062, device='cuda:0')"
"tensor(-15.2834, device='cuda:0')"
"tensor(-15.7033, device='cuda:0')"
"tensor(-15.6485, device='cuda:0')"
"tensor(-16.0456, device='cuda:0')"
"tensor(-15.6734, device='cuda:0')"
"tensor(-15.9454, device='cuda:0')"
"tensor(-15.4259, device='cuda:0')"
"tensor(-15.9317, device='cuda:0')"
""
"tensor(-15.6989, device='cuda:0')"
"tensor(-16.0674, device='cuda:0')"
"tensor(-16.0463, device='cuda:0')"
"tensor(-15.7161, device='cuda:0')"
"tensor(-16.0473, device='cuda:0')"
"tensor(-15.7708, device='cuda:0')"
""
"tensor(-15.7475, device='cuda:0')"
"tensor(-15.4369, device='cuda:0')"
"tensor(-15.7651, device='cuda:0')"
"tensor(-15.3895, device='cuda:0')"
"tensor(-15.7431, device='cuda:0')"
"tensor(-15.4566, device='cuda:0')"
"tensor(-15.7965, device='cuda:0')"
"tensor(-15.4081, device='cuda:0')"
"tensor(-15.7684, device='cuda:0')"
""
"tensor(-15.6994, device='cuda:0')"
"tensor(-16.0798, device='cuda:0')"
"tensor(-15.7109, device='cuda:0')"
"tensor(-16.0491, device='cuda:0')"
"tensor(-15.7089, device='cuda:0')"
"tensor(-15.9976, device='cuda:0')"
""
"tensor(-15.8277, device='cuda:0')"
"tensor(-15.5130, device='cuda:0')"
"tensor(-15.8090, device='cuda:0')"
"tensor(-15.4867, device='cuda:0')"
"tensor(-15.8020, device='cuda:0')"
"tensor(-15.4523, device='cuda:0')"
"tensor(-15.8132, device='cuda:0')"
""
"tensor(-15.5723, device='cuda:0')"
"tensor(-15.9145, device='cuda:0')"
"tensor(-15.5590, device='cuda:0')"
"tensor(-15.9032, device='cuda:0')"
"tensor(-15.5837, device='cuda:0')"
"tensor(-15.9291, device='cuda:0')"
"tensor(-15.5496, device='cuda:0')"
""
"tensor(-15.8266, device='cuda:0')"
"tensor(-16.3881, device='cuda:0')"
"tensor(-15.9942, device='cuda:0')"
"tensor(-16.4941, device='cuda:0')"
"tensor(-16.0812, device='cuda:0')"
"tensor(-16.5296, device='cuda:0')"
"tensor(-16.2281, device='cuda:0')"
""
"tensor(-15.9618, device='cuda:0')"
"tensor(-16.3052, device='cuda:0')"
"tensor(-16.0710, device='cuda:0')"
"tensor(-16.4585, device='cuda:0')"
"tensor(-16.5952, device='cuda:0')"
""
"tensor(-16.1697, device='cuda:0')"
"tensor(-16.5671, device='cuda:0')"
"tensor(-16.2289, device='cuda:0')"
"tensor(-16.5711, device='cuda:0')"
"tensor(-16.2478, device='cuda:0')"
"tensor(-16.5806, device='cuda:0')"
"tensor(-16.2353, device='cuda:0')"
"tensor(-16.5846, device='cuda:0')"
"tensor(-16.2668, device='cuda:0')"
"tensor(-16.6236, device='cuda:0')"
"tensor(-16.2511, device='cuda:0')"
"tensor(-16.6034, device='cuda:0')"
"tensor(-16.2156, device='cuda:0')"
"tensor(-16.5622, device='cuda:0')"
"tensor(-16.1867, device='cuda:0')"
"tensor(-16.5586, device='cuda:0')"
""
"tensor(-15.7726, device='cuda:0')"
"tensor(-16.1708, device='cuda:0')"
"tensor(-15.8142, device='cuda:0')"
"tensor(-16.1682, device='cuda:0')"
"tensor(-15.8497, device='cuda:0')"
"tensor(-16.1765, device='cuda:0')"
""
"tensor(-16.0019, device='cuda:0')"
"tensor(-16.0361, device='cuda:0')"
"tensor(-16.1607, device='cuda:0')"
"tensor(-16.4903, device='cuda:0')"
"tensor(-16.2399, device='cuda:0')"
"tensor(-16.6174, device='cuda:0')"
"tensor(-16.2295, device='cuda:0')"
"tensor(-16.6940, device='cuda:0')"
"tensor(-16.2494, device='cuda:0')"
"tensor(-16.6450, device='cuda:0')"
"tensor(-16.2023, device='cuda:0')"
"tensor(-16.4821, device='cuda:0')"
"tensor(-16.1328, device='cuda:0')"
"tensor(-16.3908, device='cuda:0')"
""
"tensor(-16.0257, device='cuda:0')"
"tensor(-16.4383, device='cuda:0')"
"tensor(-16.0866, device='cuda:0')"
"tensor(-16.4348, device='cuda:0')"
"tensor(-16.0677, device='cuda:0')"
"tensor(-16.4418, device='cuda:0')"
"tensor(-16.0714, device='cuda:0')"
"tensor(-16.4373, device='cuda:0')"
"tensor(-16.0980, device='cuda:0')"
"tensor(-16.4378, device='cuda:0')"
"tensor(-16.0616, device='cuda:0')"
""
"tensor(-16.2171, device='cuda:0')"
"tensor(-15.8602, device='cuda:0')"
"tensor(-16.1840, device='cuda:0')"
"tensor(-15.8380, device='cuda:0')"
"tensor(-16.2272, device='cuda:0')"
"tensor(-15.8773, device='cuda:0')"
"tensor(-15.8592, device='cuda:0')"
"tensor(-16.2125, device='cuda:0')"
"tensor(-15.8446, device='cuda:0')"
"tensor(-16.1786, device='cuda:0')"
"tensor(-15.8125, device='cuda:0')"
"tensor(-15.8279, device='cuda:0')"
"tensor(-16.1757, device='cuda:0')"
"tensor(-15.8540, device='cuda:0')"
"tensor(-16.1743, device='cuda:0')"
"tensor(-16.2156, device='cuda:0')"
"tensor(-15.8649, device='cuda:0')"
"tensor(-16.1848, device='cuda:0')"
"tensor(-15.8404, device='cuda:0')"
"tensor(-16.2060, device='cuda:0')"
""
"tensor(-15.8780, device='cuda:0')"
"tensor(-16.2436, device='cuda:0')"
"tensor(-16.0158, device='cuda:0')"
"tensor(-16.3159, device='cuda:0')"
"tensor(-15.9058, device='cuda:0')"
"tensor(-16.3233, device='cuda:0')"
"tensor(-15.9875, device='cuda:0')"
""
"tensor(-16.3674, device='cuda:0')"
"tensor(-16.0011, device='cuda:0')"
"tensor(-16.3622, device='cuda:0')"
"tensor(-16.0308, device='cuda:0')"
"tensor(-16.4263, device='cuda:0')"
"tensor(-16.0874, device='cuda:0')"
"tensor(-16.4145, device='cuda:0')"
"tensor(-16.1993, device='cuda:0')"
"tensor(-16.6049, device='cuda:0')"
"tensor(-16.6010, device='cuda:0')"
"tensor(-16.3241, device='cuda:0')"
"tensor(-16.6343, device='cuda:0')"
"tensor(-16.2227, device='cuda:0')"
""
"tensor(-16.1799, device='cuda:0')"
"tensor(-15.8898, device='cuda:0')"
"tensor(-16.2318, device='cuda:0')"
"tensor(-15.9537, device='cuda:0')"
"tensor(-16.3244, device='cuda:0')"
"tensor(-15.9553, device='cuda:0')"
"tensor(-16.3114, device='cuda:0')"
"tensor(-15.9409, device='cuda:0')"
"tensor(-16.3696, device='cuda:0')"
"tensor(-15.9622, device='cuda:0')"
"tensor(-16.3274, device='cuda:0')"
""
"tensor(-16.0090, device='cuda:0')"
"tensor(-16.5309, device='cuda:0')"
"tensor(-16.2125, device='cuda:0')"
"tensor(-16.5352, device='cuda:0')"
"tensor(-16.1870, device='cuda:0')"
"tensor(-16.6023, device='cuda:0')"
"tensor(-16.2280, device='cuda:0')"
""
"tensor(-16.5747, device='cuda:0')"
"tensor(-16.1712, device='cuda:0')"
"tensor(-16.5051, device='cuda:0')"
"tensor(-16.1842, device='cuda:0')"
"tensor(-16.5478, device='cuda:0')"
"tensor(-16.2225, device='cuda:0')"
"tensor(-16.5874, device='cuda:0')"
""
"tensor(-16.8724, device='cuda:0')"
"tensor(-16.5037, device='cuda:0')"
"tensor(-16.8616, device='cuda:0')"
"tensor(-16.5400, device='cuda:0')"
"tensor(-16.8637, device='cuda:0')"
"tensor(-16.4827, device='cuda:0')"
""
"tensor(-16.6037, device='cuda:0')"
"tensor(-16.2169, device='cuda:0')"
"tensor(-16.4722, device='cuda:0')"
"tensor(-16.0711, device='cuda:0')"
"tensor(-16.4211, device='cuda:0')"
"tensor(-16.0719, device='cuda:0')"
"tensor(-16.3736, device='cuda:0')"
"tensor(-16.0197, device='cuda:0')"
"tensor(-16.4185, device='cuda:0')"
"tensor(-16.2192, device='cuda:0')"
""
"tensor(-16.6673, device='cuda:0')"
"tensor(-16.3256, device='cuda:0')"
"tensor(-16.7172, device='cuda:0')"
"tensor(-16.2712, device='cuda:0')"
"tensor(-16.6727, device='cuda:0')"
"tensor(-16.3401, device='cuda:0')"
"tensor(-16.7275, device='cuda:0')"
"tensor(-16.3918, device='cuda:0')"
"tensor(-16.3708, device='cuda:0')"
"tensor(-16.6755, device='cuda:0')"
"tensor(-16.3502, device='cuda:0')"
"tensor(-16.6705, device='cuda:0')"
"tensor(-16.3651, device='cuda:0')"
"tensor(-16.7024, device='cuda:0')"
""
"tensor(-16.8173, device='cuda:0')"
"tensor(-16.5352, device='cuda:0')"
"tensor(-16.9222, device='cuda:0')"
"tensor(-16.5625, device='cuda:0')"
"tensor(-16.9373, device='cuda:0')"
"tensor(-16.5959, device='cuda:0')"
"tensor(-16.9508, device='cuda:0')"
"tensor(-16.6110, device='cuda:0')"
"tensor(-16.6431, device='cuda:0')"
"tensor(-16.9622, device='cuda:0')"
"tensor(-16.5688, device='cuda:0')"
""
"tensor(-16.6621, device='cuda:0')"
"tensor(-16.3507, device='cuda:0')"
"tensor(-16.7253, device='cuda:0')"
"tensor(-16.3538, device='cuda:0')"
"tensor(-16.6932, device='cuda:0')"
"tensor(-16.3575, device='cuda:0')"
"tensor(-16.7282, device='cuda:0')"
"tensor(-16.3456, device='cuda:0')"
"tensor(-16.7208, device='cuda:0')"
"tensor(-16.3840, device='cuda:0')"
"tensor(-16.7528, device='cuda:0')"
"tensor(-16.3678, device='cuda:0')"
"tensor(-16.7669, device='cuda:0')"
"tensor(-16.4271, device='cuda:0')"
"tensor(-16.7399, device='cuda:0')"
"tensor(-16.3487, device='cuda:0')"
"tensor(-16.6661, device='cuda:0')"
"tensor(-16.3924, device='cuda:0')"
""
"tensor(-16.7570, device='cuda:0')"
"tensor(-16.4296, device='cuda:0')"
"tensor(-16.8200, device='cuda:0')"
"tensor(-16.5598, device='cuda:0')"
"tensor(-16.8627, device='cuda:0')"
"tensor(-16.8733, device='cuda:0')"
"tensor(-16.5717, device='cuda:0')"
"tensor(-16.8939, device='cuda:0')"
"tensor(-16.4799, device='cuda:0')"
"tensor(-16.8530, device='cuda:0')"
"tensor(-16.4590, device='cuda:0')"
"tensor(-16.8389, device='cuda:0')"
"tensor(-16.4851, device='cuda:0')"
"tensor(-16.8433, device='cuda:0')"
"tensor(-16.4554, device='cuda:0')"
"tensor(-16.8015, device='cuda:0')"
"tensor(-16.4377, device='cuda:0')"
"tensor(-16.8058, device='cuda:0')"
""
"tensor(-16.2110, device='cuda:0')"
"tensor(-16.5948, device='cuda:0')"
"tensor(-16.3134, device='cuda:0')"
"tensor(-16.6637, device='cuda:0')"
"tensor(-16.3127, device='cuda:0')"
"tensor(-16.3347, device='cuda:0')"
"tensor(-16.3159, device='cuda:0')"
"tensor(-16.6246, device='cuda:0')"
"tensor(-16.2133, device='cuda:0')"
"tensor(-16.6140, device='cuda:0')"
"tensor(-16.2943, device='cuda:0')"
"tensor(-16.5025, device='cuda:0')"
"tensor(-16.3928, device='cuda:0')"
"tensor(-16.6315, device='cuda:0')"
"tensor(-16.3409, device='cuda:0')"
"tensor(-16.6830, device='cuda:0')"
"tensor(-16.3768, device='cuda:0')"
""
"tensor(-16.5355, device='cuda:0')"
"tensor(-16.2464, device='cuda:0')"
"tensor(-16.6450, device='cuda:0')"
"tensor(-16.3068, device='cuda:0')"
"tensor(-16.7659, device='cuda:0')"
"tensor(-16.3410, device='cuda:0')"
"tensor(-16.7852, device='cuda:0')"
""
"tensor(-16.9084, device='cuda:0')"
"tensor(-16.6200, device='cuda:0')"
"tensor(-17.0209, device='cuda:0')"
"tensor(-16.6827, device='cuda:0')"
"tensor(-17.0190, device='cuda:0')"
"tensor(-16.6180, device='cuda:0')"
"tensor(-16.9621, device='cuda:0')"
"tensor(-16.6920, device='cuda:0')"
""
"tensor(-16.9981, device='cuda:0')"
"tensor(-16.6377, device='cuda:0')"
"tensor(-16.9982, device='cuda:0')"
"tensor(-16.6253, device='cuda:0')"
"tensor(-17.0191, device='cuda:0')"
"tensor(-16.6947, device='cuda:0')"
""
"tensor(-17.1827, device='cuda:0')"
"tensor(-17.2063, device='cuda:0')"
"tensor(-16.8402, device='cuda:0')"
"tensor(-17.2419, device='cuda:0')"
"tensor(-16.8738, device='cuda:0')"
"tensor(-17.2530, device='cuda:0')"
"tensor(-17.3125, device='cuda:0')"
"tensor(-16.9667, device='cuda:0')"
"tensor(-17.2358, device='cuda:0')"
"tensor(-17.0446, device='cuda:0')"
"tensor(-17.3760, device='cuda:0')"
"tensor(-17.0304, device='cuda:0')"
"tensor(-17.3208, device='cuda:0')"
"tensor(-16.8860, device='cuda:0')"
"tensor(-17.2960, device='cuda:0')"
"tensor(-16.9420, device='cuda:0')"
"tensor(-17.1748, device='cuda:0')"
"tensor(-16.8960, device='cuda:0')"
"tensor(-17.1046, device='cuda:0')"
"tensor(-17.0405, device='cuda:0')"
"tensor(-17.2099, device='cuda:0')"
"tensor(-16.9520, device='cuda:0')"
"tensor(-17.2640, device='cuda:0')"
"tensor(-16.8935, device='cuda:0')"
"tensor(-17.2461, device='cuda:0')"
"tensor(-16.8091, device='cuda:0')"
"tensor(-17.3015, device='cuda:0')"
"tensor(-16.7846, device='cuda:0')"
"tensor(-17.1642, device='cuda:0')"
"tensor(-16.9125, device='cuda:0')"
"tensor(-17.2695, device='cuda:0')"
"tensor(-16.8888, device='cuda:0')"
"tensor(-17.2204, device='cuda:0')"
"tensor(-16.8370, device='cuda:0')"
"tensor(-16.6580, device='cuda:0')"
"tensor(-17.0399, device='cuda:0')"
"tensor(-16.5899, device='cuda:0')"
"tensor(-17.0589, device='cuda:0')"
"tensor(-16.6632, device='cuda:0')"
"tensor(-16.8699, device='cuda:0')"
"tensor(-16.6899, device='cuda:0')"
"tensor(-17.0229, device='cuda:0')"
"tensor(-16.7321, device='cuda:0')"
"tensor(-17.1342, device='cuda:0')"
"tensor(-16.6823, device='cuda:0')"
"tensor(-17.0136, device='cuda:0')"
"tensor(-16.6806, device='cuda:0')"
"tensor(-17.1137, device='cuda:0')"
""
"tensor(-16.7714, device='cuda:0')"
"tensor(-17.1797, device='cuda:0')"
"tensor(-16.7737, device='cuda:0')"
"tensor(-17.1443, device='cuda:0')"
"tensor(-16.8172, device='cuda:0')"
"tensor(-17.1358, device='cuda:0')"
""
"tensor(-16.5935, device='cuda:0')"
"tensor(-16.9497, device='cuda:0')"
"tensor(-16.9550, device='cuda:0')"
"tensor(-16.6313, device='cuda:0')"
"tensor(-16.9697, device='cuda:0')"
"tensor(-16.5245, device='cuda:0')"
""
"tensor(-16.8113, device='cuda:0')"
"tensor(-16.8259, device='cuda:0')"
"tensor(-16.4259, device='cuda:0')"
"tensor(-16.8024, device='cuda:0')"
"tensor(-16.3911, device='cuda:0')"
"tensor(-16.8172, device='cuda:0')"
"tensor(-16.4384, device='cuda:0')"
"tensor(-16.8083, device='cuda:0')"
"tensor(-16.5506, device='cuda:0')"
"tensor(-16.7637, device='cuda:0')"
"tensor(-16.3998, device='cuda:0')"
"tensor(-16.8046, device='cuda:0')"
"tensor(-16.7144, device='cuda:0')"
"tensor(-16.3088, device='cuda:0')"
"tensor(-16.7366, device='cuda:0')"
"tensor(-16.3522, device='cuda:0')"
"tensor(-16.6673, device='cuda:0')"
"tensor(-16.2161, device='cuda:0')"
"tensor(-16.7617, device='cuda:0')"
"tensor(-16.3840, device='cuda:0')"
"tensor(-16.7653, device='cuda:0')"
"tensor(-16.8774, device='cuda:0')"
"tensor(-16.4414, device='cuda:0')"
"tensor(-16.6490, device='cuda:0')"
"tensor(-16.2872, device='cuda:0')"
"tensor(-16.5722, device='cuda:0')"
"tensor(-16.3498, device='cuda:0')"
"tensor(-16.6801, device='cuda:0')"
"tensor(-16.2821, device='cuda:0')"
"tensor(-16.8135, device='cuda:0')"
""
"tensor(-17.0115, device='cuda:0')"
"tensor(-16.6778, device='cuda:0')"
"tensor(-17.0613, device='cuda:0')"
"tensor(-16.7931, device='cuda:0')"
"tensor(-17.1401, device='cuda:0')"
"tensor(-16.8733, device='cuda:0')"
"tensor(-17.2743, device='cuda:0')"
"tensor(-16.8250, device='cuda:0')"
"tensor(-17.1742, device='cuda:0')"
"tensor(-16.7891, device='cuda:0')"
""
"tensor(-16.8838, device='cuda:0')"
"tensor(-16.6508, device='cuda:0')"
"tensor(-16.9330, device='cuda:0')"
"tensor(-16.7264, device='cuda:0')"
"tensor(-17.0339, device='cuda:0')"
"tensor(-16.7809, device='cuda:0')"
"tensor(-17.1903, device='cuda:0')"
"tensor(-16.7931, device='cuda:0')"
"tensor(-17.1519, device='cuda:0')"
"tensor(-16.6940, device='cuda:0')"
"tensor(-17.0997, device='cuda:0')"
"tensor(-16.5927, device='cuda:0')"
""
"tensor(-17.0253, device='cuda:0')"
"tensor(-16.6300, device='cuda:0')"
"tensor(-16.6323, device='cuda:0')"
"tensor(-17.0015, device='cuda:0')"
"tensor(-16.6372, device='cuda:0')"
"tensor(-16.9875, device='cuda:0')"
"tensor(-16.6725, device='cuda:0')"
"tensor(-16.6399, device='cuda:0')"
"tensor(-17.0180, device='cuda:0')"
"tensor(-16.6606, device='cuda:0')"
"tensor(-17.0557, device='cuda:0')"
"tensor(-16.7314, device='cuda:0')"
"tensor(-17.0758, device='cuda:0')"
"tensor(-16.7124, device='cuda:0')"
"tensor(-16.9296, device='cuda:0')"
""
"tensor(-16.6389, device='cuda:0')"
"tensor(-17.0025, device='cuda:0')"
"tensor(-16.6625, device='cuda:0')"
"tensor(-17.0265, device='cuda:0')"
"tensor(-16.7783, device='cuda:0')"
"tensor(-17.0957, device='cuda:0')"
"tensor(-16.7437, device='cuda:0')"
"tensor(-17.0945, device='cuda:0')"
"tensor(-16.7046, device='cuda:0')"
"tensor(-17.0729, device='cuda:0')"
"tensor(-16.6726, device='cuda:0')"
"tensor(-16.9762, device='cuda:0')"
"tensor(-16.9847, device='cuda:0')"
"tensor(-16.6162, device='cuda:0')"
"tensor(-17.0040, device='cuda:0')"
"tensor(-16.7376, device='cuda:0')"
"tensor(-16.9925, device='cuda:0')"
"tensor(-16.6091, device='cuda:0')"
"tensor(-16.9763, device='cuda:0')"
"tensor(-16.7749, device='cuda:0')"
"tensor(-17.0710, device='cuda:0')"
"tensor(-16.8003, device='cuda:0')"
"tensor(-17.1481, device='cuda:0')"
"tensor(-16.7849, device='cuda:0')"
"tensor(-17.1243, device='cuda:0')"
"tensor(-16.7495, device='cuda:0')"
"tensor(-16.7948, device='cuda:0')"
"tensor(-16.4240, device='cuda:0')"
"tensor(-16.7463, device='cuda:0')"
"tensor(-16.1184, device='cuda:0')"
"tensor(-15.9411, device='cuda:0')"
"tensor(-15.9532, device='cuda:0')"
"tensor(-16.8659, device='cuda:0')"
"tensor(-16.5163, device='cuda:0')"
"tensor(-16.6277, device='cuda:0')"
"tensor(-16.5389, device='cuda:0')"
"tensor(-16.9649, device='cuda:0')"
"tensor(-16.4717, device='cuda:0')"
"tensor(-16.7108, device='cuda:0')"
"tensor(-16.2049, device='cuda:0')"
"tensor(-16.6187, device='cuda:0')"
"tensor(-16.2779, device='cuda:0')"
"tensor(-16.7484, device='cuda:0')"
"tensor(-16.3763, device='cuda:0')"
"tensor(-16.5340, device='cuda:0')"
"tensor(-16.2203, device='cuda:0')"
"tensor(-16.0154, device='cuda:0')"
"tensor(-15.8655, device='cuda:0')"
"tensor(-16.1174, device='cuda:0')"
"tensor(-16.8622, device='cuda:0')"
"tensor(-16.5465, device='cuda:0')"
"tensor(-16.8536, device='cuda:0')"
"tensor(-16.3549, device='cuda:0')"
"tensor(-16.8343, device='cuda:0')"
"tensor(-16.5716, device='cuda:0')"
"tensor(-16.9540, device='cuda:0')"
"tensor(-16.6115, device='cuda:0')"
"tensor(-16.7242, device='cuda:0')"
"tensor(-16.4852, device='cuda:0')"
"tensor(-16.8036, device='cuda:0')"
"tensor(-16.5079, device='cuda:0')"
"tensor(-16.8190, device='cuda:0')"
"tensor(-16.5791, device='cuda:0')"
"tensor(-16.5932, device='cuda:0')"
"tensor(-16.8559, device='cuda:0')"
"tensor(-16.3513, device='cuda:0')"
"tensor(-16.8502, device='cuda:0')"
"tensor(-16.3773, device='cuda:0')"
"tensor(-16.5189, device='cuda:0')"
"tensor(-16.1403, device='cuda:0')"
"tensor(-16.5657, device='cuda:0')"
"tensor(-16.3215, device='cuda:0')"
"tensor(-16.5283, device='cuda:0')"
"tensor(-16.3763, device='cuda:0')"
"tensor(-16.7180, device='cuda:0')"
"tensor(-16.3686, device='cuda:0')"
"tensor(-16.7914, device='cuda:0')"
"tensor(-15.7579, device='cuda:0')"
"tensor(-16.8659, device='cuda:0')"
"tensor(-16.3270, device='cuda:0')"
"tensor(-16.5902, device='cuda:0')"
"tensor(-16.6150, device='cuda:0')"
"tensor(-16.2279, device='cuda:0')"
"tensor(-16.5586, device='cuda:0')"
"tensor(-16.8251, device='cuda:0')"
"tensor(-16.4759, device='cuda:0')"
"tensor(-16.8728, device='cuda:0')"
"tensor(-16.4852, device='cuda:0')"
"tensor(-16.8953, device='cuda:0')"
""
"tensor(-16.6759, device='cuda:0')"
"tensor(-17.2486, device='cuda:0')"
"tensor(-16.9670, device='cuda:0')"
"tensor(-17.3417, device='cuda:0')"
"tensor(-16.9204, device='cuda:0')"
"tensor(-17.3187, device='cuda:0')"
"tensor(-16.9149, device='cuda:0')"
"tensor(-17.3418, device='cuda:0')"
""
"tensor(-16.8455, device='cuda:0')"
"tensor(-16.8581, device='cuda:0')"
"tensor(-17.2612, device='cuda:0')"
"tensor(-16.9287, device='cuda:0')"
"tensor(-17.3625, device='cuda:0')"
"tensor(-16.9537, device='cuda:0')"
"tensor(-17.3603, device='cuda:0')"
"tensor(-17.0642, device='cuda:0')"
"tensor(-17.4002, device='cuda:0')"
"tensor(-16.9351, device='cuda:0')"
